Supplementary table 2_5: Pearson correlation results of N-scRNA																																																										
Overall				Human-specific																	Common																						Chimpanzee-specific															
Hspecific	Common	Cspecific		cortical neurons		GM/S dorsal progenitors/radial glia		mesenchymal-like cells		midbrain/hindbrain	neuroectodermal-like cells		NSC/radial glia		NSCs	stem cells		ventral progenitors and neurons			cortical neurons				GM/S dorsal progenitors/radial glia				mesenchymal-like cells				midbrain/hindbrain	neuroectodermal-like cells	NSC/radial glia	NSCs	stem cells	ventral progenitors and neurons					cortical neurons		GM/S dorsal progenitors/radial glia		mesenchymal-like cells		midbrain/hindbrain	neuroectodermal-like cells		NSC/radial glia		NSCs		stem cells		ventral progenitors and neurons
n = 789	n = 214	n = 268		n = 11		n = 781		n = 9		n = 0	n = 2		n = 11		n = 0	n = 20		n = 62			n = 71				n = 78				n = 13				 n = 0	 n = 0	 n = 1	 n = 0	 n = 0	n = 3					n = 138		n = 30		n = 111		n = 1	n = 12		n = 11		n = 13		n = 47		n = 1
BCL11A	FEZF2	DRAXIN		pos	neg	pos	neg	pos	neg		pos	neg	pos	neg		pos	neg	pos	neg		human		chimp		human		chimp		human		chimp				pos in both species			human		chimp			pos	neg	pos	neg	pos	neg	pos	pos	neg	pos	neg	pos	neg	pos	neg	pos
SET	NEUROG2	VGF				DNAJA1	ZNF608																																																			
TUBB4B	SORBS2	PLIN5				DCTN3	March3																																																			
HRAS	HMGN3	AC023983.2				DAPK1	MEGF10																																																			
MPPED2	HDDC2	BNIPL				GADD45G	PDLIM4																																																			
C11orf96	EZR	TCP11				BICD2	CAMLG																																																			
ASRGL1	QKI	NR0B1				ANP32B	SPOCK1																																																			
COX8A	PTPRZ1	METTL7A				SMC2	CYSTM1																																																			
CFL1	MEST	DCAF4				TXN	GNPDA1																																																			
TMEM123	PTN	GSDMB				CDK5RAP2	RPS14																																																			
RDX	TMEM47	WNK4				PBX3	ANXA6																																																			
MYO3A	MAGED2	AMH				SET	SPARC																																																			
ZWINT	PLP1	AC073352.2				TUBB4B	GRIA1																																																			
CDK1	COL4A6	AC009318.4				HRAS	NPM1																																																			
RTKN2	SOX3	ECM1				RPLP2	ERGIC1																																																			
KAT6B	CLU	CDKN1A				MPPED2	ATP6V0E1																																																			
KIF20B	SFRP1	RHD				C11orf96	PRR7																																																			
KIF11	EIF3E	ZNF684				FTH1	TMED9																																																			
NDUFB8	SYBU	RIMS3				ASRGL1	CANX																																																			
SMC3	PSAT1	NFYC-AS1				COX8A	GNB2L1																																																			
ATRNL1	LHX2	CIART				CFL1	SERPINB6																																																			
HSPA12A	DKK3	CCDC181				TMEM123	NEDD9																																																			
MKI67	TMEM132A	NID1				RDX	ID4																																																			
CCND2	MALAT1	SLCO2A1				CADM1	MICA																																																			
RAD51AP1	FAT3	DZIP1L				MYO3A	SLC39A7																																																			
PTMS	VIM	WWTR1-AS1				ZWINT	GLO1																																																			
OVOS2	FGFBP3	MCF2L2				CDK1	MDFI																																																			
PDZRN4	EMX2	ARHGEF37				RTKN2	DNPH1																																																			
TUBA1B	HEBP1	TNXB				KAT6B	TMEM14A																																																			
TUBA1A	HMGA2	BVES-AS1				KIF20B	ADGRB3																																																			
PCBP2	SYT1	CCZ1B				KIF11	B3GAT2																																																			
HNRNPA1	NPC2	CROT				NDUFB8	FILIP1																																																			
MYL6	DLK1	ZCCHC12				SMC3	MYO6																																																			
SRGAP1	NDN	PNCK				ATRNL1	RRAGD																																																			
BEST3	TM2D3	STMN4				HSPA12A	EPHA7																																																			
SOCS2	MFAP4	RBM18				MKI67	FUT9																																																			
TMPO	P3H4	MS4A12				CCND2	NR2E1																																																			
CORO1C	MAP1LC3A	SFXN3				RAD51AP1	SNX3																																																			
SRRM4	PLTP	DPY19L2				PTMS	CD164																																																			
COX6A1	EMP3	RFXAP				OVOS2	FABP7																																																			
CENPJ	TTYH1	STARD5				PDZRN4	HEY2																																																			
HMGB1	RPL28	NOMO3				TUBA1B	ECHDC1																																																			
ENOX1	TIMP3	CAMTA2				TUBA1A	AKAP7																																																			
DLEU2	COL6A1	MYCBPAP				PCBP2	CTGF																																																			
RNASEH2B	COL3A1	CASKIN2				HNRNPA1	RPS12																																																			
SLITRK1	MGP	MAFG-AS1				MYL6	PLAGL1																																																			
LINC00403	LUM	ZNF433				SRGAP1	QKI																																																			
MIS18BP1	DCN	PINLYP				BEST3	FOXK1																																																			
NRXN3	COL1A1	QPCTL				SOCS2	TMEM106B																																																			
FOXN3	COL6A2	AP000350.5				TMPO	TSPAN13																																																			
LINC01550	SIX3	MIS18A-AS1				CORO1C	SNX10																																																			
EVL	RPS4X	AL031280.1				SRRM4	AC004540.4																																																			
ARHGAP11B	COMMD6	LINC01961				COX6A1	CREB5																																																			
ARHGAP11A	EIF1	AC114939.1				CENPJ	SCRN1																																																			
BUB1B	ZFAS1	AL138781.1				HMGB1	GGCT																																																			
CASC5		PRDM7				ENOX1	EEPD1																																																			
NUSAP1		AC016876.3				DLEU2	GLI3																																																			
MAP1A		AC139530.1				RNASEH2B	GBAS																																																			
CEP152		AL136531.1				SLITRK1	RHBDD2																																																			
SCG3		PRDX1				LINC00403	TMEM60																																																			
PRC1		NBEAL1				MIS18BP1	BET1																																																			
KIF22		EOMES				NRXN3	PON2																																																			
HIRIP3		OCIAD2				FOXN3	TSC22D4																																																			
SHCBP1		C6orf48				LINC01550	SYPL1																																																			
CFAP20		RPS10				EVL	HBP1																																																			
AC004158.3		RPL36A				ARHGAP11B	LINC00998																																																			
ZFHX3		EIF3F				ARHGAP11A	PTPRZ1																																																			
CMC2		UBC				BUB1B	MEST																																																			
GSE1		NACA2				CASC5	PTN																																																			
EIF5A		SSTR2				NUSAP1	CNTNAP2																																																			
AURKB		H3F3B				MAP1A	GALNT11																																																			
UBB		RPS9				CEP152	ACTR3B																																																			
COPS3		ATP5O				SCG3	CD99																																																			
LINC01563		RACK1				PRC1	PNPLA4																																																			
TOP2A		TCEAL9				KIF22	PIR																																																			
RUNDC3A		CAPG				HIRIP3	SAT1																																																			
SKA2		NCBP2-AS2				SHCBP1	DMD																																																			
DDX5		HSPB1				CFAP20	TMEM47																																																			
HN1		GPC3				AC004158.3	ATP6AP2																																																			
SRSF2		SERPING1				ZFHX3	NDP																																																			
BIRC5		CAPN1				CMC2	TIMP1																																																			
ACTG1		GAPDH				GSE1	MAGED1																																																			
ANAPC11		PHB2				EIF5A	GDPD2																																																			
TYMS		ATXN7L3B				AURKB	LPAR4																																																			
NDC80		NAP1L1				UBB	TSPAN6																																																			
MYL12B		CYP1B1				COPS3	PLP1																																																			
ASXL3		CCDC80				LINC01563	FHL1																																																			
NOL4		TGFBI				RPL23A	LDOC1																																																			
SKA1		PCOLCE				TOP2A	CETN2																																																			
NEDD4L		EFNB1				RUNDC3A	TKTL1																																																			
PCNA		SDC2				SKA2	FDFT1																																																			
INSM1		LY6E				DDX5	TUSC3																																																			
TPX2		OGN				HN1	MTUS1																																																			
E2F1		ASS1				SRSF2	ASAH1																																																			
RPN2		COL5A1				BIRC5	BNIP3L																																																			
SLC32A1		IGF2				ACTG1	DUSP4																																																			
MYBL2		CREB3L1				ANAPC11	SARAF																																																			
PPDPF		EFEMP2				TYMS	C8orf4																																																			
STMN3		PLAC9				NDC80	PLAG1																																																			
ATCAY		YBX3				MYL12B	SDCBP																																																			
HNRNPM		LGALS3				ASXL3	NKAIN3																																																			
PIN1		TPM1				NOL4	UG0898H09																																																			
CDKN2D		NUPR1				SKA1	PREX2																																																			
SPC24		CDH11				NEDD4L	LACTB2																																																			
ELAVL3		SERPINF1				PCNA	PAG1																																																			
C19orf43		LMAN1				INSM1	PMP2																																																			
IER2		RRBP1				TPX2	CPNE3																																																			
TPM4		LHFPL6				E2F1	ZNF706																																																			
DPF1		ACAT2				RPN2	NCALD																																																			
TTC9B						SLC32A1	EIF3E																																																			
PAFAH1B3						MYBL2	SYBU																																																			
CALM3						PPDPF	FBXO32																																																			
NDUFA3						STMN3	SQLE																																																			
UBE2S						ATCAY	RHPN1																																																			
RANBP1						HNRNPM	EEF1D																																																			
MFNG						PIN1	DMRTA1																																																			
OLIG1						CDKN2D	FAM219A																																																			
TTC3						SPC24	ENHO																																																			
C21orf58						ELAVL3	STOML2																																																			
AC004556.1						C19orf43	RFK																																																			
ATP5G2						IER2	TLE4																																																			
ERBB3						TPM4	CTSL																																																			
ZNF207						DPF1	PTGR1																																																			
DDX17						TTC9B	CDC26																																																			
CYP7B1						PAFAH1B3	CRB2																																																			
NPLOC4						CALM3	RP11-85O21.2																																																			
RP11-745L13.2						RPS11	NEK6																																																			
MET						NDUFA3	SLC2A8																																																			
RP11-408A13.3						UBE2S	RPL12																																																			
ETS1						RANBP1	SNHG7																																																			
ABCC2						MFNG	CTSD																																																			
TAS2R20						FBLN1	KCNQ1OT1																																																			
RP11-290D2.3						OLIG1	TIMM10B																																																			
MKRN3-AS1						TTC3	DKK3																																																			
ATP6V1C2						C21orf58	RRAS2																																																			
PROM2						AC004556.1	SVIP																																																			
FRZB							PAX6																																																			
ATRIP.1							RCN1																																																			
CAMK2A							EIF3M																																																			
AC003090.1							C11orf74																																																			
LINC-PINT							LRRC4C																																																			
C8orf48							HSD17B12																																																			
CPQ							CD82																																																			
BDNF-AS							TSPAN18																																																			
TMEM117							TMX2																																																			
RP11-408B11.2							TMEM132A																																																			
RP11-497G19.2							LRRC10B																																																			
LINC00327							FADS2																																																			
CHRFAM7A							SLC3A2																																																			
RP11-82L7.4							ARL2																																																			
ZNF527							MALAT1																																																			
KLK10							TMEM134																																																			
GAS2L1							CCND1																																																			
AF129408.17							DHCR7																																																			
CHD5							RP11-660L16.2																																																			
PDE4DIP							LAMTOR1																																																			
ERBB4							PLEKHB1																																																			
SCG2							SERPINH1																																																			
SYNPR							PAK1																																																			
NR3C2							CLNS1A																																																			
CNR1							TENM4																																																			
AKAP7							FAM181B																																																			
VIP							FAT3																																																			
COBL							SESN3																																																			
VSTM2A							C11orf1																																																			
RHEB							FXYD6																																																			
PLS3							OAF																																																			
NECAB1							FEZ1																																																			
SORCS3							IDI1																																																			
HTRA1							ENKUR																																																			
PTPRR							SVIL																																																			
ANKS1B							ARID5B																																																			
ARGLU1							C10orf35																																																			
SYT17							CDH23																																																			
PRMT2							ANAPC16																																																			
MT-ND5							DDIT4																																																			
GNB2L1							P4HA1																																																			
NACA							VCL																																																			
ALDOA							GLUD1																																																			
RPL38							LIPA																																																			
RPS28							ZNF518A																																																			
HES4							SCD																																																			
ID3							PDCD4																																																			
SERINC2							EMX2OS																																																			
PPT1							CTBP2																																																			
SLC2A1							MANSC1																																																			
PTPRF							EPS8																																																			
RAB3B							MGST1																																																			
PLPP3							PLEKHA5																																																			
JUN							LDHB																																																			
HHLA3							ST8SIA1																																																			
CRYZ							LETMD1																																																			
TYW3							PFDN5																																																			
IFI44L							ATP5G2																																																			
DDAH1							CD63																																																			
CYR61							RPS26																																																			
VCAM1							NACA																																																			
DPH5							TMEM5																																																			
RP11-421L21.3							PHLDA1																																																			
S1PR1							SYT1																																																			
OLFM3							LTA4H																																																			
PHGDH							SLC25A3																																																			
LIX1L							ARL1																																																			
TXNIP							C12orf73																																																			
C1orf54							ALKBH2																																																			
GOLPH3L							MMAB																																																			
KCNN3							C12orf76																																																			
EFNA4							TCTN1																																																			
EFNA3							ERP29																																																			
BCAN							DDX54																																																			
TAGLN2							HRK																																																			
PEA15							RPLP0																																																			
NCSTN							VPS37B																																																			
CREG1							TMEM132B																																																			
RAB29							TNFRSF19																																																			
RRP15							WASF3																																																			
RAB3GAP2							UBL3																																																			
DNAH14							ESD																																																			
SH3YL1							DACH1																																																			
ID2							EDNRB																																																			
HPCAL1							ZIC2																																																			
PDIA6							TMTC4																																																			
TRIB2							EFNB2																																																			
RDH14							COL4A2																																																			
HADHB							SALL2																																																			
LTBP1							DHRS4																																																			
RP11-490M8.1							STXBP6																																																			
FEZ2							ZFP36L1																																																			
DYNC2LI1							KCNK10																																																			
PEX13							TTC8																																																			
OTX1							FAM181A																																																			
WDR54							EML1																																																			
TCF7L1							DLK1																																																			
TMEM131							ZFYVE21																																																			
UNC50							NDN																																																			
CHST10							C15orf41																																																			
IMP4							RASGRP1																																																			
LYPD1							TLN2																																																			
NCKAP5							CA12																																																			
RPRM							RPL4																																																			
NFE2L2							PKM																																																			
PDE1A							TSPAN3																																																			
FAM171B							CRABP1																																																			
HSPD1							NTRK3																																																			
SPATS2L							CIB1																																																			
FZD7							RGMA																																																			
PARD3B							NR2F2-AS1																																																			
IDH1							NR2F2																																																			
SPAG16							TM2D3																																																			
ATIC							NME3																																																			
IGFBP5							RPS2																																																			
OBSL1							PRKCB																																																			
DNER							ALDOA																																																			
ITM2C							VKORC1																																																			
EFHD1							ZNF423																																																			
GPC1							MT3																																																			
SRGAP3							MT2A																																																			
IQSEC1							ADGRG1																																																			
LRRC3B							NDRG4																																																			
EXOG							NOB1																																																			
TMEM42							GCSH																																																			
CSPG5							COTL1																																																			
DALRD3							MVD																																																			
QARS							RPL13																																																			
GPX1							SAT2																																																			
GNAI2							ATP1B2																																																			
MAPKAPK3							MFAP4																																																			
SPCS1							TMEM97																																																			
TKT							ALDOC																																																			
KCTD6							P3H4																																																			
FAM107A							FKBP10																																																			
PTPRG							TMEM101																																																			
CADPS							SCPEP1																																																			
ADAMTS9							MAP2K6																																																			
SLC25A26							SDK2																																																			
LRIG1							BTBD17																																																			
ARL6IP5							SEPT9																																																			
BBX							LGALS3BP																																																			
IFT57							P4HB																																																			
BOC							PTPRM																																																			
TIMMDC1							ABHD3																																																			
GYG1							ZNF521																																																			
PLCH1							ATP5A1																																																			
VEPH1							BCL2																																																			
MLF1							CYB5A																																																			
RPL22L1							FAM69C																																																			
NLGN1							ZCCHC3																																																			
ALG3							DDRGK1																																																			
MAGEF1							PLCB1																																																			
MAP3K13							CST3																																																			
IGF2BP2							CHMP4B																																																			
EIF4A2							MAP1LC3A																																																			
MASP1							ERGIC3																																																			
MYL5							CPNE1																																																			
TMEM129							NNAT																																																			
FGFR3							SYS1																																																			
LRPAP1							KCNG1																																																			
NSG1							TSHZ2																																																			
KLHL5							DOK5																																																			
LIMCH1							TFAP2C																																																			
HOPX							CDH4																																																			
SNCA							CIRBP																																																			
TSPAN5							EEF2																																																			
BDH2							MYDGF																																																			
LEF1							PLIN3																																																			
SNHG8							ISYNA1																																																			
FAT4							TMEM59L																																																			
INTU							RFXANK																																																			
PGRMC2							ZNF536																																																			
SCOC							PLD3																																																			
RNF175							BLVRB																																																			
MAP9							AXL																																																			
MSMO1							TRAPPC6A																																																			
CPE							RPL13A																																																			
SH3RF1							ZNF677																																																			
UFSP2							RPL28																																																			
PDLIM3							ZNF667-AS1																																																			
CMBL							RPS5																																																			
MYO10							SLC27A5																																																			
SLC1A3							SEZ6L																																																			
HMGCS1							SELM																																																			
ITGA2							TIMP3																																																			
MOCS2							GCAT																																																			
MRPS27							RPL3																																																			
IQGAP2							PNPLA3																																																			
VCAN							CELSR1																																																			
NR2F1-AS1							MLC1																																																			
NR2F1							C21orf59																																																			
LIX1							CSTB																																																			
PAM							COL6A1																																																			
CDO1							MT-ND2																																																			
SEMA6A																																																										
ZNF608																																																										
MAR3																																																										
MEGF10																																																										
PDLIM4																																																										
CAMLG																																																										
SPOCK1																																																										
CYSTM1																																																										
GNPDA1																																																										
ANXA6																																																										
SPARC																																																										
GRIA1																																																										
NPM1																																																										
ERGIC1																																																										
ATP6V0E1																																																										
PRR7																																																										
TMED9																																																										
CANX																																																										
SERPINB6																																																										
NEDD9																																																										
ID4																																																										
MICA																																																										
SLC39A7																																																										
GLO1																																																										
MDFI																																																										
DNPH1																																																										
TMEM14A																																																										
ADGRB3																																																										
B3GAT2																																																										
FILIP1																																																										
MYO6																																																										
RRAGD																																																										
EPHA7																																																										
FUT9																																																										
NR2E1																																																										
SNX3																																																										
CD164																																																										
FABP7																																																										
HEY2																																																										
ECHDC1																																																										
CTGF																																																										
PLAGL1																																																										
FOXK1																																																										
TMEM106B																																																										
TSPAN13																																																										
SNX10																																																										
AC004540.4																																																										
CREB5																																																										
SCRN1																																																										
GGCT																																																										
EEPD1																																																										
GLI3																																																										
GBAS																																																										
RHBDD2																																																										
TMEM60																																																										
BET1																																																										
PON2																																																										
TSC22D4																																																										
SYPL1																																																										
HBP1																																																										
LINC00998																																																										
GALNT11																																																										
ACTR3B																																																										
CD99																																																										
PNPLA4																																																										
PIR																																																										
SAT1																																																										
DMD																																																										
ATP6AP2																																																										
NDP																																																										
TIMP1																																																										
MAGED1																																																										
GDPD2																																																										
LPAR4																																																										
TSPAN6																																																										
FHL1																																																										
LDOC1																																																										
CETN2																																																										
TKTL1																																																										
FDFT1																																																										
TUSC3																																																										
MTUS1																																																										
ASAH1																																																										
BNIP3L																																																										
DUSP4																																																										
SARAF																																																										
C8orf4																																																										
PLAG1																																																										
SDCBP																																																										
NKAIN3																																																										
UG0898H09																																																										
PREX2																																																										
LACTB2																																																										
PAG1																																																										
PMP2																																																										
CPNE3																																																										
ZNF706																																																										
NCALD																																																										
FBXO32																																																										
SQLE																																																										
RHPN1																																																										
EEF1D																																																										
DMRTA1																																																										
FAM219A																																																										
ENHO																																																										
STOML2																																																										
RFK																																																										
TLE4																																																										
CTSL																																																										
PTGR1																																																										
CDC26																																																										
CRB2																																																										
RP11-85O21.2																																																										
NEK6																																																										
SLC2A8																																																										
SNHG7																																																										
CTSD																																																										
KCNQ1OT1																																																										
TIMM10B																																																										
RRAS2																																																										
SVIP																																																										
PAX6																																																										
RCN1																																																										
EIF3M																																																										
C11orf74																																																										
LRRC4C																																																										
HSD17B12																																																										
CD82																																																										
TSPAN18																																																										
TMX2																																																										
LRRC10B																																																										
FADS2																																																										
SLC3A2																																																										
ARL2																																																										
TMEM134																																																										
CCND1																																																										
DHCR7																																																										
RP11-660L16.2																																																										
LAMTOR1																																																										
PLEKHB1																																																										
SERPINH1																																																										
PAK1																																																										
CLNS1A																																																										
TENM4																																																										
FAM181B																																																										
SESN3																																																										
C11orf1																																																										
OAF																																																										
FEZ1																																																										
IDI1																																																										
ENKUR																																																										
SVIL																																																										
ARID5B																																																										
C10orf35																																																										
CDH23																																																										
ANAPC16																																																										
DDIT4																																																										
P4HA1																																																										
VCL																																																										
GLUD1																																																										
LIPA																																																										
ZNF518A																																																										
SCD																																																										
PDCD4																																																										
EMX2OS																																																										
CTBP2																																																										
MANSC1																																																										
EPS8																																																										
MGST1																																																										
PLEKHA5																																																										
LDHB																																																										
ST8SIA1																																																										
LETMD1																																																										
PFDN5																																																										
CD63																																																										
TMEM5																																																										
PHLDA1																																																										
LTA4H																																																										
SLC25A3																																																										
ARL1																																																										
C12orf73																																																										
ALKBH2																																																										
MMAB																																																										
C12orf76																																																										
TCTN1																																																										
ERP29																																																										
DDX54																																																										
HRK																																																										
VPS37B																																																										
TMEM132B																																																										
TNFRSF19																																																										
WASF3																																																										
UBL3																																																										
ESD																																																										
DACH1																																																										
EDNRB																																																										
ZIC2																																																										
TMTC4																																																										
EFNB2																																																										
COL4A2																																																										
SALL2																																																										
DHRS4																																																										
STXBP6																																																										
ZFP36L1																																																										
KCNK10																																																										
TTC8																																																										
FAM181A																																																										
EML1																																																										
ZFYVE21																																																										
C15orf41																																																										
RASGRP1																																																										
TLN2																																																										
CA12																																																										
PKM																																																										
TSPAN3																																																										
CRABP1																																																										
NTRK3																																																										
CIB1																																																										
RGMA																																																										
NR2F2-AS1																																																										
NR2F2																																																										
NME3																																																										
PRKCB																																																										
VKORC1																																																										
ZNF423																																																										
MT3																																																										
MT2A																																																										
ADGRG1																																																										
NDRG4																																																										
NOB1																																																										
GCSH																																																										
COTL1																																																										
MVD																																																										
SAT2																																																										
ATP1B2																																																										
TMEM97																																																										
ALDOC																																																										
FKBP10																																																										
TMEM101																																																										
SCPEP1																																																										
MAP2K6																																																										
SDK2																																																										
BTBD17																																																										
SEPT9																																																										
LGALS3BP																																																										
P4HB																																																										
PTPRM																																																										
ABHD3																																																										
ZNF521																																																										
ATP5A1																																																										
BCL2																																																										
CYB5A																																																										
FAM69C																																																										
ZCCHC3																																																										
DDRGK1																																																										
PLCB1																																																										
CST3																																																										
CHMP4B																																																										
ERGIC3																																																										
CPNE1																																																										
NNAT																																																										
SYS1																																																										
KCNG1																																																										
TSHZ2																																																										
DOK5																																																										
TFAP2C																																																										
CDH4																																																										
CIRBP																																																										
EEF2																																																										
MYDGF																																																										
PLIN3																																																										
ISYNA1																																																										
TMEM59L																																																										
RFXANK																																																										
ZNF536																																																										
PLD3																																																										
BLVRB																																																										
AXL																																																										
TRAPPC6A																																																										
ZNF677																																																										
ZNF667-AS1																																																										
SLC27A5																																																										
SEZ6L																																																										
SELM																																																										
GCAT																																																										
PNPLA3																																																										
CELSR1																																																										
MLC1																																																										
C21orf59																																																										
CSTB																																																										
MT-ND2																																																										
PRRX1																																																										
COL6A3																																																										
LRRC17																																																										
RNF114																																																										
SLC25A6																																																										
TLE1																																																										
ZNF503																																																										
MEIS2																																																										
