,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
H1FX1,1.04146498198638e-152,0.414827139051618,0.784,0.785,4.65909774341425e-148,3,H1FX
BNIP3L,7.95632570371107e-150,0.392282391945859,0.72,0.757,3.55934186681219e-145,3,BNIP3L
C16orf451,2.89744190400703e-148,0.460523888949967,0.426,0.372,1.29619961017658e-143,3,C16orf45
RAC11,4.55481316220009e-147,0.286479653939445,0.845,0.886,2.03764121624183e-142,3,RAC1
SERINC11,1.89346471104355e-146,0.46854034021781,0.445,0.396,8.47060373132441e-142,3,SERINC1
CDH21,2.61511855491152e-146,0.469916056503064,0.517,0.49,1.16989943672522e-141,3,CDH2
TCEAL71,7.96348581544285e-146,0.412810662476738,0.594,0.562,3.56254501439651e-141,3,TCEAL7
ZNF791,4.44300443764548e-145,0.435819591687069,0.274,0.194,1.98762246522508e-140,3,ZNF791
MXI11,7.09376633580679e-143,0.47717371339449,0.384,0.319,3.17346730798653e-138,3,MXI1
DST,1.49923508138339e-141,0.542995212661916,0.462,0.436,6.70697806007674e-137,3,DST
ZNF2921,2.25980256028599e-140,0.455238249965607,0.583,0.605,1.01094527336954e-135,3,ZNF292
MEX3A1,5.37535347509664e-140,0.435713643456519,0.562,0.563,2.40471813061923e-135,3,MEX3A
PTOV11,1.2973054961278e-137,0.387997212932028,0.653,0.679,5.80362586747734e-133,3,PTOV1
TMEM571,1.58528635112478e-137,0.445136940939714,0.378,0.313,7.09193702039183e-133,3,TMEM57
N4BP2L2,2.12693293065885e-137,0.435018618388945,0.604,0.652,9.51504715859543e-133,3,N4BP2L2
DDX6,4.22383970526263e-137,0.523439282778213,0.474,0.466,1.88957693054629e-132,3,DDX6
SEC11C1,6.27184185147008e-137,0.418118668926866,0.571,0.585,2.80577117067365e-132,3,SEC11C
RDX,4.55555930354329e-136,0.456292307564933,0.637,0.686,2.03797501003313e-131,3,RDX
LINC004612,2.77425784455343e-135,0.443738442024384,0.561,0.497,1.24109198933942e-130,3,LINC00461
TCF41,5.40153554091726e-135,0.80244712937851,0.615,0.691,2.41643093958474e-130,3,TCF4
ARL4D1,2.058345171867e-134,0.518581668568948,0.346,0.272,9.20821296086419e-130,3,ARL4D
NDUFA51,1.33334825394675e-133,0.314069275812609,0.746,0.806,5.96486674885617e-129,3,NDUFA5
SYF2,2.0645525312466e-132,0.448771245626732,0.572,0.616,9.2359822037848e-128,3,SYF2
KIF21A1,3.09874741241725e-131,0.386919756118071,0.613,0.613,1.38625564241898e-126,3,KIF21A
SSBP21,3.37882590266193e-131,0.423581732847812,0.56,0.553,1.51155155581484e-126,3,SSBP2
SVBP1,4.5809006313815e-131,0.384817613248604,0.606,0.639,2.04931170645483e-126,3,SVBP
KIFAP31,4.7172154405534e-131,0.401092685889126,0.428,0.352,2.11029349948597e-126,3,KIFAP3
ATL11,4.00906518767508e-128,0.406617775265959,0.358,0.288,1.79349540235833e-123,3,ATL1
ERV3-1,6.98611803865815e-124,0.405711389417533,0.252,0.179,3.12530976577411e-119,3,ERV3-1
ENO21,1.77261622492027e-123,0.339264851828551,0.63,0.615,7.92997594380331e-119,3,ENO2
MED10,9.53411349647756e-123,0.433765966558072,0.498,0.505,4.2651810137842e-118,3,MED10
CCDC1121,2.7508803129065e-121,0.409614814032169,0.534,0.516,1.23063381678185e-116,3,CCDC112
RSBN11,9.32246234074426e-121,0.444046459436513,0.477,0.459,4.17049675275535e-116,3,RSBN1
PCDHB2,1.39519537574068e-119,0.434134977963663,0.266,0.196,6.24154603291349e-115,3,PCDHB2
SCAPER,9.64335812548259e-119,0.432855110687727,0.314,0.248,4.31405269101589e-114,3,SCAPER
CHMP51,2.16757354526148e-118,0.351229953006153,0.649,0.716,9.69685701208175e-114,3,CHMP5
FAM127A,7.66732922601759e-118,0.40796390640084,0.335,0.268,3.43005640255123e-113,3,FAM127A
C4orf481,1.54740241432672e-117,0.259538327226503,0.759,0.763,6.92245944073202e-113,3,C4orf48
HDAC21,3.39120807334831e-117,0.250088820343168,0.857,0.915,1.5170908436931e-112,3,HDAC2
SNRPB21,7.01731122208727e-116,0.290145423592374,0.763,0.842,3.13926434831296e-111,3,SNRPB2
APOPT1,4.19867738988357e-115,0.475916642764331,0.429,0.42,1.87832031713831e-110,3,APOPT1
CSRNP31,2.35521417695519e-113,0.408008977174522,0.388,0.319,1.05362861420267e-108,3,CSRNP3
THRA1,4.44746913263002e-111,0.343857876634451,0.511,0.437,1.98961979117337e-106,3,THRA
CHMP1B,2.28757235796974e-110,0.449322929652533,0.317,0.264,1.02336837006134e-105,3,CHMP1B
RAB11B1,6.7730544090178e-110,0.388052549662564,0.597,0.65,3.02999362041821e-105,3,RAB11B
NDRG41,2.53295251258759e-109,0.394327673101921,0.286,0.216,1.13314163603119e-104,3,NDRG4
STMN3,2.7341062540603e-109,0.413663338116173,0.392,0.35,1.22312977381641e-104,3,STMN3
TNRC6C1,5.21466352336682e-109,0.462831531745801,0.355,0.305,2.33283187381338e-104,3,TNRC6C
DDAH21,7.4691870330133e-107,0.256320492867111,0.75,0.797,3.34141551108883e-102,3,DDAH2
FXYD61,1.99742296167224e-106,0.309350374554159,0.73,0.75,8.93567136133693e-102,3,FXYD6
CCDC82,1.35154471414288e-105,0.443161640143048,0.334,0.282,6.04627043318961e-101,3,CCDC82
ATP6V0E21,2.73595930362013e-105,0.386807201175735,0.485,0.467,1.2239587540675e-100,3,ATP6V0E2
GDI11,9.32259285825681e-105,0.293072176338694,0.644,0.623,4.17055514106977e-100,3,GDI1
OLA1,9.58798322238919e-105,0.359890706645149,0.656,0.741,4.28928017436803e-100,3,OLA1
MEAF61,6.39901727068647e-103,0.333693338792473,0.63,0.691,2.8626643662143e-98,3,MEAF6
SMC3,5.88685630772141e-100,0.312657924246729,0.707,0.773,2.63354403782225e-95,3,SMC3
SOX22,8.40136384786683e-98,0.311983820796402,0.659,0.567,3.7584341309817e-93,3,SOX2
DLL31,1.05473401130915e-97,0.359035199271481,0.305,0.24,4.71845807299263e-93,3,DLL3
PCM1,1.99477388671041e-95,0.414085506093884,0.547,0.595,8.9238204595877e-91,3,PCM1
GNG21,4.16684941152105e-93,0.341183499798135,0.405,0.347,1.86408175273806e-88,3,GNG2
GNG31,9.08852900170086e-92,0.27238288761371,0.515,0.44,4.0658443342009e-87,3,GNG3
MAGEH11,2.69855009600894e-91,0.394447778238289,0.445,0.407,1.20722337095056e-86,3,MAGEH1
FAM133B,6.63815916020356e-91,0.459300027622386,0.539,0.592,2.96964688190867e-86,3,FAM133B
MIAT1,2.63314095742679e-89,0.368075134660061,0.538,0.529,1.17796193871445e-84,3,MIAT
CDK5R11,9.59643344102922e-89,0.27894264539836,0.408,0.329,4.29306046417883e-84,3,CDK5R1
LRCH21,1.0515328410088e-88,0.392181869914449,0.264,0.208,4.70413731753695e-84,3,LRCH2
KDM5B1,7.11256222364301e-88,0.401747734547254,0.547,0.592,3.18187583636894e-83,3,KDM5B
MYT1L1,3.20909168334346e-87,0.310188129826798,0.266,0.194,1.43561925546053e-82,3,MYT1L
MAPRE31,5.6818696564808e-87,0.36416959270493,0.328,0.27,2.54184120952325e-82,3,MAPRE3
PAIP2,9.36232058077735e-87,0.31826948724517,0.676,0.768,4.18832773501656e-82,3,PAIP2
MPHOSPH8,1.44152776375186e-86,0.41703498576261,0.489,0.514,6.44881860392032e-82,3,MPHOSPH8
CCSER21,1.98762642995895e-86,0.397529951244944,0.423,0.407,8.89184559706437e-82,3,CCSER2
NKTR,5.65310069456438e-86,0.386281962286772,0.569,0.63,2.52897112672032e-81,3,NKTR
GUK1,1.0733787988683e-85,0.294338686792598,0.675,0.755,4.80186739461724e-81,3,GUK1
ZNF430,1.81414047337095e-85,0.392871011317698,0.269,0.217,8.11573882167227e-81,3,ZNF430
SF3B2,4.28573339049421e-85,0.271254657216158,0.735,0.818,1.91726568957149e-80,3,SF3B2
SFPQ,9.60820515094164e-85,0.273385304136595,0.813,0.885,4.29832665632525e-80,3,SFPQ
MYL12B1,3.01932148239803e-84,0.254892981208942,0.729,0.806,1.35072365836558e-79,3,MYL12B
RSRC2,4.79078078044299e-84,0.343181354676849,0.643,0.733,2.14320368993897e-79,3,RSRC2
MAPK10,5.55760293931522e-84,0.404603473115644,0.327,0.279,2.48624925093206e-79,3,MAPK10
MEX3B,8.17168631756242e-84,0.3916582175836,0.287,0.235,3.65568559102472e-79,3,MEX3B
LBH1,2.81497091767298e-83,0.400293289557883,0.351,0.307,1.25930538973019e-78,3,LBH
SESTD1,6.49805848077162e-83,0.431752542519423,0.381,0.358,2.90697144195799e-78,3,SESTD1
PPP1R15A,1.81809710003235e-81,0.381529271672611,0.364,0.326,8.13343918670472e-77,3,PPP1R15A
KIF2A1,2.51470823104619e-81,0.481401118938428,0.443,0.456,1.12497987424082e-76,3,KIF2A
DYNC1LI21,2.67700256155069e-81,0.378590394749856,0.514,0.559,1.19758386593532e-76,3,DYNC1LI2
NEDD4L1,3.80507003182738e-81,0.368668422686816,0.43,0.407,1.7022361294383e-76,3,NEDD4L
BCL11A1,4.08144705558598e-80,0.357362560069674,0.451,0.405,1.82587615478694e-75,3,BCL11A
ARHGEF21,1.72745246740902e-79,0.392894379904586,0.274,0.226,7.727931358201e-75,3,ARHGEF2
C4orf27,8.45518179404374e-79,0.394342167529514,0.342,0.301,3.78251012738341e-74,3,C4orf27
CELF51,8.50364572754826e-78,0.365365575474193,0.334,0.286,3.80419095267599e-73,3,CELF5
C12orf57,1.24428024953561e-77,0.282102163859301,0.726,0.819,5.56641212432251e-73,3,C12orf57
DCLK11,1.26608430823597e-77,0.326429787705545,0.384,0.334,5.66395476132442e-73,3,DCLK1
STX121,6.04205010322639e-75,0.35342887687939,0.391,0.363,2.70297153417936e-70,3,STX12
SMARCC2,1.10868351309337e-74,0.396000040634689,0.428,0.432,4.9598065641745e-70,3,SMARCC2
YTHDC1,4.16950395019607e-74,0.397280461560442,0.52,0.578,1.86526928715971e-69,3,YTHDC1
GTF2I,1.6958584322445e-73,0.281107142041213,0.686,0.788,7.58659228248899e-69,3,GTF2I
TCAF11,6.24903479540947e-73,0.385197279246819,0.436,0.433,2.79556820607438e-68,3,TCAF1
LINC00493,8.43404888449182e-73,0.363182222563758,0.376,0.345,3.77305610896626e-68,3,LINC00493
LMBR1L1,2.38458752098786e-71,0.377688526196601,0.313,0.274,1.06676907338913e-66,3,LMBR1L
CELF31,8.04767730663301e-71,0.264431838800869,0.312,0.249,3.60020891989534e-66,3,CELF3
JPH41,1.69320222833695e-70,0.352423967118573,0.362,0.323,7.57470948868817e-66,3,JPH4
TAOK31,2.58738806056898e-70,0.35599302584369,0.395,0.37,1.15749392277614e-65,3,TAOK3
DHX361,9.82331746239536e-70,0.301186971969496,0.629,0.722,4.39455929997719e-65,3,DHX36
RUNDC3A1,1.90962050137307e-69,0.291960919638645,0.255,0.197,8.54287827494257e-65,3,RUNDC3A
ZNF8211,3.85151570803663e-69,0.36512162783745,0.374,0.35,1.72301406714727e-64,3,ZNF821
CEP290,6.01819281877536e-69,0.435586853908498,0.358,0.335,2.69229873940735e-64,3,CEP290
DPF11,4.67357123261742e-68,0.343187971032818,0.324,0.276,2.09076882662373e-63,3,DPF1
NCOR11,1.0352884866522e-67,0.273461082110338,0.646,0.735,4.63146657388729e-63,3,NCOR1
RNF1871,2.57248820934394e-67,0.307583786102597,0.543,0.56,1.1508283253321e-62,3,RNF187
ARMCX1,6.18473703889564e-67,0.372827644272547,0.327,0.294,2.76680396172035e-62,3,ARMCX1
ROBO21,6.13657152771407e-66,0.375472034105424,0.261,0.21,2.74525663863816e-61,3,ROBO2
AAK11,1.04092599201506e-65,0.353291852935833,0.422,0.409,4.65668651787856e-61,3,AAK1
PAPSS11,1.4322279319758e-65,0.394181506250295,0.441,0.461,6.40721487648692e-61,3,PAPSS1
SLC39A6,5.45834269673601e-65,0.377833074756071,0.479,0.514,2.44184418881182e-60,3,SLC39A6
AP1S21,2.85624793685944e-63,0.460664264560623,0.677,0.733,1.27777107703344e-58,3,AP1S2
PODXL21,2.71295219555433e-62,0.338905248918932,0.4,0.378,1.21366629420318e-57,3,PODXL2
GPBP1,2.837559238665e-62,0.28254860656498,0.631,0.735,1.26941050100917e-57,3,GPBP1
TTLL71,4.22915001499245e-62,0.358615214164512,0.279,0.237,1.89195255070702e-57,3,TTLL7
ATP6V1H1,8.16338912444581e-62,0.357695843807619,0.401,0.399,3.65197375871208e-57,3,ATP6V1H
KRT10,1.08654293885309e-61,0.323856865789243,0.568,0.652,4.86075849125319e-57,3,KRT10
ACTR101,2.38725918223523e-61,0.320354287564231,0.51,0.543,1.06796426776475e-56,3,ACTR10
VPS35,2.76910460243043e-60,0.351675710664413,0.532,0.602,1.23878663494328e-55,3,VPS35
DRAXIN1,2.65237358309393e-59,0.338809415787957,0.382,0.358,1.1865658461329e-54,3,DRAXIN
TNRC6B1,8.49422608334685e-59,0.350800337049909,0.566,0.632,3.79997698064605e-54,3,TNRC6B
DNAJC8,8.96868706391765e-59,0.288131265042431,0.645,0.744,4.0122318449142e-54,3,DNAJC8
MUM1,1.82792216064375e-58,0.399261114459145,0.31,0.287,8.17739257785589e-54,3,MUM1
UBXN1,4.97110909295107e-58,0.2604756720235,0.652,0.759,2.22387536382259e-53,3,UBXN1
CHD6,6.17271730948809e-58,0.402485730655131,0.383,0.386,2.76142681557259e-53,3,CHD6
ASH1L1,1.79867856475141e-57,0.375397505361375,0.444,0.466,8.04656842727192e-53,3,ASH1L
CCNG21,6.95623262660638e-57,0.337763125064456,0.412,0.406,3.11194022783863e-52,3,CCNG2
RHOBTB31,7.45629282894223e-57,0.318058314389235,0.47,0.472,3.3356471599556e-52,3,RHOBTB3
RPL7L1,1.89411318100597e-56,0.344857558190607,0.435,0.434,8.47350472654833e-52,3,RPL7L1
KLHL7,2.56713276435541e-56,0.393853417648497,0.386,0.396,1.14843251346204e-51,3,KLHL7
FAM195B,4.56982900873436e-55,0.316123729549513,0.384,0.361,2.04435870534741e-50,3,FAM195B
TAX1BP1,7.74239746822476e-55,0.333428740024539,0.546,0.622,3.46363893138503e-50,3,TAX1BP1
ZNF1481,1.17085547527616e-54,0.344837463146339,0.451,0.47,5.23793905419544e-50,3,ZNF148
HSF2,2.78988533884013e-54,0.371929837597381,0.355,0.344,1.24808310518352e-49,3,HSF2
TM2D31,3.11749965233193e-53,0.35725408021802,0.4,0.404,1.39464464446721e-48,3,TM2D3
RB1CC11,3.35426850888421e-53,0.364102998425915,0.473,0.515,1.50056556013444e-48,3,RB1CC1
ATP1A31,3.71068140642978e-53,0.267497605676892,0.279,0.231,1.66001043398043e-48,3,ATP1A3
FBXO21,4.91549884192279e-53,0.335947048895334,0.507,0.562,2.19899756192258e-48,3,FBXO21
MT-ND21,7.90521706611327e-53,0.26611375563808,0.925,0.937,3.53647790669643e-48,3,MT-ND2
TCEAL21,5.84746511845487e-52,0.334690399528637,0.39,0.371,2.61592199539197e-47,3,TCEAL2
KMT5B1,6.56003685818805e-52,0.361585601145719,0.458,0.495,2.934698088879e-47,3,KMT5B
BLCAP1,2.37541918960059e-51,0.445193057889962,0.457,0.486,1.06266752865972e-46,3,BLCAP
KDM6B1,2.73330779306648e-51,0.332097288928066,0.299,0.265,1.22277257430622e-46,3,KDM6B
PDCD7,4.54600304377519e-51,0.364618276417843,0.422,0.445,2.03369992166327e-46,3,PDCD7
SMARCB1,1.04573825497053e-50,0.288204035732827,0.579,0.663,4.67821465743614e-46,3,SMARCB1
RSBN1L1,2.93816436017278e-50,0.329452958405464,0.501,0.557,1.31441720816689e-45,3,RSBN1L
RAB6A1,5.24481425029203e-50,0.323336666336276,0.479,0.514,2.34632010301064e-45,3,RAB6A
ZNF302,5.41577709077321e-50,0.383279322827607,0.311,0.294,2.4228020393283e-45,3,ZNF302
RRAGA1,7.6107371035492e-50,0.334762488758958,0.466,0.506,3.40473935064377e-45,3,RRAGA
TOP2B1,8.91251766142209e-50,0.363984347081182,0.511,0.567,3.98710390101379e-45,3,TOP2B
MED17,3.98089890923287e-49,0.35253304122799,0.27,0.243,1.78089493603442e-44,3,MED17
SRPK21,8.53611698073641e-49,0.286884000004054,0.567,0.632,3.81871729250224e-44,3,SRPK2
KAT6B1,3.01837935036393e-47,0.427049398257634,0.376,0.382,1.35030218617881e-42,3,KAT6B
HTATSF1,7.7655305078834e-47,0.365779087353695,0.484,0.55,3.47398772800672e-42,3,HTATSF1
ATP6V1G21,1.48206511184752e-46,0.295239741105575,0.325,0.291,6.63016648436107e-42,3,ATP6V1G2
CRYZL11,4.2105120562567e-46,0.40830023200668,0.423,0.447,1.883614673487e-41,3,CRYZL1
CNOT4,5.30315557989131e-46,0.366100134210365,0.396,0.416,2.37241968022018e-41,3,CNOT4
TSG1011,5.4880307776246e-46,0.310778643746692,0.487,0.547,2.45512544867814e-41,3,TSG101
PBRM11,1.02729442495977e-45,0.348933895377093,0.471,0.525,4.59570433950002e-41,3,PBRM1
CD2001,1.71560235435775e-44,0.341924500085723,0.404,0.413,7.67491869245483e-40,3,CD200
ASB8,2.79179805553479e-44,0.299908384275206,0.259,0.229,1.24893877812404e-39,3,ASB8
RAB18,2.94760189937117e-44,0.320267862081618,0.481,0.539,1.31863918570269e-39,3,RAB18
MAGI1,3.86834733268233e-44,0.368034776526323,0.33,0.319,1.73054386274877e-39,3,MAGI1
ZC3H61,9.6357317711534e-44,0.334345293874571,0.296,0.271,4.31064096514318e-39,3,ZC3H6
PNMA11,4.34920751567374e-43,0.302417449401628,0.48,0.507,1.9456614742118e-38,3,PNMA1
CSNK1A1,4.35181620924149e-43,0.250338449436759,0.633,0.747,1.94682849936627e-38,3,CSNK1A1
RBM4,2.05414183263064e-42,0.368543844348535,0.379,0.397,9.18940890245643e-38,3,RBM4
BDP11,2.11210201289783e-42,0.330166147375815,0.468,0.509,9.44869956489972e-38,3,BDP1
BEND5,7.92356744310933e-42,0.329082424808125,0.293,0.272,3.54468713134939e-37,3,BEND5
CLK1,8.3399723195434e-42,0.362743122528858,0.385,0.393,3.73097001687093e-37,3,CLK1
DCK,3.00200988231619e-41,0.341908228133985,0.276,0.258,1.34297914095297e-36,3,DCK
BRD31,9.38157405622471e-39,0.306988030946371,0.51,0.584,4.19694096979269e-34,3,BRD3
ZCCHC11,1.75369198872027e-38,0.375528912441094,0.4,0.433,7.845316480739e-34,3,ZCCHC11
BSDC1,3.70560741152095e-38,0.348661277755793,0.363,0.375,1.65774053161801e-33,3,BSDC1
KDM1A,4.63015574460145e-38,0.336136698424513,0.419,0.458,2.0713464739049e-33,3,KDM1A
RNF1651,4.79849480277269e-38,0.304586048903163,0.256,0.228,2.14665463496839e-33,3,RNF165
FAM110B1,6.59498246432621e-38,0.369242299147726,0.287,0.266,2.95033135524097e-33,3,FAM110B
USP15,1.09458915380443e-37,0.332595858225946,0.275,0.258,4.89675403845949e-33,3,USP15
SBNO1,1.39630545681061e-37,0.336813752356975,0.45,0.505,6.24651209158797e-33,3,SBNO1
ZC3H131,1.16285192536554e-36,0.296739451130921,0.555,0.651,5.2021343733153e-32,3,ZC3H13
CFAP20,1.33925616361649e-36,0.304434663228816,0.479,0.542,5.99129637355475e-32,3,CFAP20
JUNB,3.17874799843926e-36,0.342634780683859,0.278,0.247,1.42204470458179e-31,3,JUNB
MPHOSPH10,9.48415590271902e-36,0.365778069362098,0.389,0.419,4.24283198464038e-31,3,MPHOSPH10
ATP6V0A11,1.22412303550032e-35,0.303959207993518,0.25,0.225,5.47623681161422e-31,3,ATP6V0A1
PEG10,1.42842786510165e-35,0.769681596926199,0.573,0.662,6.39021489731873e-31,3,PEG10
OFD1,4.18520129991714e-35,0.378057271347478,0.361,0.38,1.87229165353093e-30,3,OFD1
DBN11,1.13478982991207e-34,0.259997969098148,0.575,0.662,5.07659578309462e-30,3,DBN1
NAP1L4,3.09561267382562e-34,0.288730890450905,0.55,0.652,1.38485328576263e-29,3,NAP1L4
RGS12,3.84239009448935e-34,0.347932662149486,0.272,0.257,1.71893163267076e-29,3,RGS12
MOAP11,4.57301658905237e-34,0.307548500304336,0.345,0.345,2.04578470127847e-29,3,MOAP1
GNG4,4.92410963845388e-34,0.39764756691352,0.341,0.348,2.20284968785873e-29,3,GNG4
DYNC1LI1,9.98601537019098e-34,0.327881475785653,0.435,0.487,4.46734383600864e-29,3,DYNC1LI1
COMMD31,9.0927540040409e-33,0.297508156868898,0.376,0.384,4.06773443124774e-28,3,COMMD3
PPM1K1,3.12962784092284e-32,0.366032875701756,0.316,0.309,1.40007031091524e-27,3,PPM1K
PET100,5.99424158281136e-32,0.328263853558383,0.447,0.507,2.68158391448649e-27,3,PET100
DUSP11,1.95813709759349e-31,0.280536451690157,0.378,0.37,8.75992211979422e-27,3,DUSP1
SMDT11,2.31834579505108e-31,0.261957415603504,0.617,0.712,1.03713517487405e-26,3,SMDT1
RGS171,7.74925342832662e-31,0.251829567649579,0.274,0.248,3.4667060136962e-26,3,RGS17
ZNF638,1.27848662752727e-30,0.331502605559822,0.459,0.528,5.71943777690598e-26,3,ZNF638
ZFHX41,5.34486785009424e-30,0.47669946638888,0.278,0.26,2.39108008141816e-25,3,ZFHX4
H2AFY2,1.03223857779901e-29,0.253896199546234,0.489,0.538,4.61782250164164e-25,3,H2AFY2
SPSB31,2.45004241864644e-29,0.322525094742346,0.358,0.371,1.09605097640567e-24,3,SPSB3
MTMR41,2.45035832673919e-29,0.320680219253645,0.299,0.293,1.09619230105005e-24,3,MTMR4
GRIPAP1,3.19792720677795e-29,0.342076888926405,0.335,0.347,1.43062471522418e-24,3,GRIPAP1
RASAL2,3.52623529384567e-29,0.361770951432723,0.265,0.255,1.5774966210548e-24,3,RASAL2
SECISBP2,6.29371727497744e-29,0.339841917384104,0.401,0.445,2.81555736013391e-24,3,SECISBP2
CCNL1,1.23532486049839e-28,0.283741881578967,0.495,0.567,5.52634929592562e-24,3,CCNL1
HOOK3,1.74498904478666e-28,0.347595648572573,0.313,0.319,7.80638299075759e-24,3,HOOK3
LSAMP,2.29172276949995e-28,0.387743325048971,0.279,0.265,1.0252250981635e-23,3,LSAMP
TSPAN71,2.98999593215628e-28,0.311704949526831,0.366,0.366,1.33760458020943e-23,3,TSPAN7
GDAP11,5.10715772207853e-28,0.286809874843155,0.26,0.246,2.28473807854905e-23,3,GDAP1
RAB141,4.11289474718731e-27,0.292691312018647,0.432,0.482,1.83994459410171e-22,3,RAB14
U2SURP,4.89934217394938e-27,0.259912287277857,0.596,0.715,2.191769714938e-22,3,U2SURP
TCF25,2.53246061483477e-26,0.25473424081724,0.525,0.612,1.13292158065248e-21,3,TCF25
SELT1,2.94087501666062e-25,0.271614336017093,0.317,0.316,1.31562984745329e-20,3,SELT
IER2,8.9746489468063e-25,0.470957961536333,0.471,0.543,4.01489895284327e-20,3,IER2
CYTH21,2.65587510993004e-24,0.274741198216321,0.46,0.512,1.1881322891783e-19,3,CYTH2
CMPK11,3.41768914608706e-24,0.293115949983543,0.438,0.498,1.52893741639351e-19,3,CMPK1
GSTM31,6.2950169739745e-24,0.28912847418861,0.352,0.358,2.81613879347723e-19,3,GSTM3
BIRC2,9.28069015830111e-24,0.348660548250837,0.254,0.251,4.15180954921758e-19,3,BIRC2
TMF1,1.05048782313083e-23,0.335178151203775,0.317,0.328,4.69946232555807e-19,3,TMF1
DDX18,5.98587927796257e-23,0.29473088446043,0.494,0.586,2.67784295378933e-18,3,DDX18
MRFAP1L1,4.42910766469893e-22,0.296144403895925,0.279,0.278,1.98140560487971e-17,3,MRFAP1L1
STX71,1.02993683547264e-21,0.309700092131798,0.33,0.346,4.60752542717041e-17,3,STX7
C14orf371,1.81002604232666e-21,0.280353927329911,0.292,0.292,8.09733250295255e-17,3,C14orf37
EEA1,2.47643383375735e-21,0.366189131786779,0.253,0.251,1.10785743986969e-16,3,EEA1
MTF2,2.91378098784247e-21,0.271045415379642,0.524,0.635,1.30350906272121e-16,3,MTF2
TPGS2,5.72958452801512e-21,0.276399312734949,0.556,0.674,2.56318693445285e-16,3,TPGS2
ARHGEF71,5.80326370301873e-21,0.297214400340157,0.277,0.274,2.59614805018246e-16,3,ARHGEF7
PCDH91,2.86011129922567e-20,0.299242417798543,0.296,0.282,1.27949939082159e-15,3,PCDH9
KLHL42,3.35326995846283e-20,0.334999553334796,0.261,0.262,1.50011884861793e-15,3,KLHL42
POU2F1,5.04874165808038e-20,0.370936167361726,0.309,0.332,2.25860506815884e-15,3,POU2F1
CCDC28B1,5.97662581960767e-20,0.25616895388875,0.441,0.497,2.67370332665969e-15,3,CCDC28B
CCDC14,1.10716303469329e-19,0.319514352969379,0.378,0.42,4.95300455200392e-15,3,CCDC14
TRA2A,1.89904774389898e-19,0.306295793329991,0.445,0.52,8.49557998710649e-15,3,TRA2A
TCEAL31,2.89817962158376e-19,0.285056698735837,0.44,0.494,1.29652963551171e-14,3,TCEAL3
LMO41,3.54160618887953e-19,0.546460529068549,0.488,0.574,1.58437294465715e-14,3,LMO4
QKI1,7.29481577320971e-19,0.288086158283168,0.37,0.394,3.2634087843031e-14,3,QKI
BAZ2B1,7.71763653418815e-19,0.322779496420425,0.436,0.5,3.45256187993441e-14,3,BAZ2B
SMARCD31,2.68979550307547e-18,0.271568357608567,0.322,0.328,1.20330691625584e-13,3,SMARCD3
UPF3A,4.20632197857064e-18,0.275839555205439,0.497,0.598,1.88174020033336e-13,3,UPF3A
NEMF,1.62880588581931e-17,0.293519264125174,0.416,0.482,7.28662601080125e-13,3,NEMF
GLCCI1,2.19237840127788e-17,0.33540839140579,0.26,0.262,9.80782401595671e-13,3,GLCCI1
ZNF397,2.70627387601159e-17,0.325638519825855,0.331,0.356,1.21067868117255e-12,3,ZNF397
SPATS2,4.92536956693087e-17,0.288726638684963,0.403,0.462,2.20341332946219e-12,3,SPATS2
FAM200B,7.15491975812796e-17,0.306747508598979,0.394,0.448,3.20082490299612e-12,3,FAM200B
TIPRL1,7.31506717494769e-17,0.30649399190902,0.38,0.433,3.2724684513846e-12,3,TIPRL
SPAG9,8.89326926963576e-16,0.285680423299261,0.4,0.449,3.97849294046425e-11,3,SPAG9
MMADHC1,1.2657705977587e-15,0.263111671047624,0.456,0.538,5.66255134613334e-11,3,MMADHC
ODF2L,2.17135268456568e-15,0.303048973048116,0.328,0.356,9.71376336967302e-11,3,ODF2L
ROCK1,3.30478500688575e-15,0.308385333639768,0.377,0.433,1.47842862068041e-10,3,ROCK1
MAN1A21,6.90682909079121e-14,0.268413313608423,0.362,0.4,3.08983906205636e-09,3,MAN1A2
WNK3,7.97117328150857e-14,0.298415464135143,0.305,0.329,3.56598407921567e-09,3,WNK3
PHF201,1.01199123007579e-13,0.273027658991974,0.44,0.522,4.52724396686703e-09,3,PHF20
RNMT1,1.45824128151486e-13,0.252301632103721,0.498,0.6,6.52358819698489e-09,3,RNMT
YAF2,1.51826235931026e-13,0.281308155219277,0.314,0.334,6.79209849061038e-09,3,YAF2
OSBPL81,1.54577043187502e-13,0.277665335937338,0.464,0.553,6.91515860403609e-09,3,OSBPL8
ZNF195,2.00036842715957e-13,0.300369068414253,0.271,0.286,8.94884819574106e-09,3,ZNF195
BBIP1,4.92013371656239e-13,0.278251781359458,0.302,0.325,2.20107101944135e-08,3,BBIP1
MIDN,5.43887517422503e-13,0.312380777739688,0.394,0.463,2.43313519794131e-08,3,MIDN
NECAP11,9.58191889855617e-13,0.25682129430328,0.296,0.307,4.28656723845809e-08,3,NECAP1
RBM4B,2.31930951982922e-12,0.278164891264536,0.266,0.281,1.0375663067908e-07,3,RBM4B
GPATCH8,2.40986303721514e-12,0.302132271893058,0.355,0.407,1.07807632832856e-07,3,GPATCH8
